SeqId,SomaId,Target Name,Target Full Name,UniProt ID,Type,Organism,Dilution,Apparent Kd (M),LoDB (RFU),Signal To Noise Plasma,Intra-Plate CV Plasma,Inter-Plate CV Plasma,Total CV Plasma,Correlation Plasma,F-Statistic Plasma,Lower 95% Normal Plasma (RFU),Median Normal Plasma (RFU),Upper 95% Normal Plasma (RFU),Signal To Noise Serum,Intra-Plate CV Serum,Inter-Plate CV Serum,Total CV Serum,Correlation Serum,F-Statistic Serum,Lower 95% Normal Serum (RFU),Median Normal Serum (RFU),Upper 95% Normal Serum (RFU),Characterization Info,Orthogonal Strategies,MRM-MS Data,DDA-MS Data,Genetic Strategies,Entrez Gene Name,Entrez Gene ID,Ensembl Gene ID,HGNC ID,SELEX Target Name,SELEX UniProt ID,Serum Scalar v4.0 to v4.1,Serum Lin's CCC,Plasma Scalar v4.0 to v4.1,Plasma Lin's CCC
5764-4,SL009348,GALT2,Polypeptide N-acetylgalactosaminyltransferase 2,Q10471,Protein,Human,20%,1.8E-10,48,5.749,0.022,0.017,0.028,0.892,38.897,236,318,1107,10.243,0.017,0.02,0.026,0.892,17.882,340,382,1089,,,,,,GALNT2,2590,ENSG00000143641,HGNC:4124,,,1.319,0.919,0.876,0.91
5765-53,SL012548,DB121,Beta-defensin 121,Q5J5C9,Protein,Human,20%,2.62E-11,30,12.801,0.058,0.066,0.088,0.778,278.179,267,584,1309,34.1,0.058,0.03,0.066,0.869,5.931,614,952,1602,,,,,,DEFB121,245934,ENSG00000204548,HGNC:18101,,,0.962,0.893,0.691,0.863
5792-8,SL000011,AFP,alpha-Fetoprotein,P02771,Protein,Human,20%,2.63E-10,50,4.923,0.043,0.031,0.053,0.688,66.34,240,334,591,7.421,0.042,0.03,0.051,0.637,10.447,233,287,492,No binding was observed with Afamin or Serum albumin.,,,,30072576,AFP,174,ENSG00000081051,HGNC:317,,,1.248,0.902,0.884,0.869
5798-3,SL003704,BID,BH3-interacting domain death agonist,P55957,Protein,Human,20%,1.56E-10,65,15.073,0.026,0.029,0.039,0.919,73.816,946,1901,3365,13.914,0.034,0.057,0.066,0.821,30.231,635,760,1104,No closely related human proteins were available for specificity testing.,,,,,BID,637,ENSG00000015475,HGNC:1050,,,1.143,0.942,0.659,0.892
5801-72,SL000305,b-NGF,beta-nerve growth factor,P01138,Protein,Human,20%,9.57E-12,54,5.504,0.024,0.02,0.032,0.786,54.453,257,365,946,8.295,0.022,0.011,0.025,0.809,5.989,284,369,1064,No binding was observed with Brain-derived neurotrophic factor or Neurotrophin-3.,,,,,NGF,4803,ENSG00000134259,HGNC:7808,,,1.269,0.977,0.903,0.955
5803-24,SL003362,C3d,Complement C3d fragment,P01024,Protein,Human,0.005%,7.62E-12,118,13.409,0.084,0.1,0.131,0.625,0.495,1426,1983,2869,14.963,0.043,0.028,0.051,0.913,5.012,1598,2297,3242,Under Investigation,,,,30072576,C3,718,ENSG00000125730,HGNC:1318,,,3.224,0.814,1.979,0.57
5807-77,SL007195,CD70,CD70 antigen,P32970,Protein,Human,20%,9.24E-11,93,3.228,0.049,0.049,0.069,0.898,42.388,313,412,828,8.223,0.017,0.016,0.023,0.897,31.533,452,544,773,"No binding was observed with CD40 ligand, Tumor necrosis factor ligand superfamily member 4, Tumor necrosis factor ligand superfamily member 18, Lymphotoxin-alpha, Tumor necrosis factor, Tumor necrosis factor ligand superfamily member 8 or Tumor necrosis factor ligand superfamily member 14.",,,,,CD70,970,ENSG00000125726,HGNC:11937,,,0.971,0.905,0.783,0.868
5810-25,SL005155,Cripto,Teratocarcinoma-derived growth factor 1,P13385,Protein,Human,20%,3.13E-11,54,8.964,0.03,0.034,0.045,0.962,308.47,249,476,3760,10.113,0.028,0.033,0.043,0.974,493.862,332,480,4033,No binding was observed with Cryptic protein.,,,,29875488,TDGF1,6997,ENSG00000241186,HGNC:11701,,,1.241,0.993,0.974,0.984
5813-58,SL000408,Epo,Erythropoietin,P01588,Protein,Human,20%,3.74E-12,117,3.973,0.027,0.035,0.044,0.898,180.56,413,713,1905,6.823,0.031,0.024,0.039,0.764,73.135,489,718,1510,No closely related human proteins were available for specificity testing.,28624389,,,30072576,EPO,2056,ENSG00000130427,HGNC:3415,,,1.188,0.954,0.845,0.924
5822-22,SL004248,GDNF,Glial cell line-derived neurotrophic factor,P39905,Protein,Human,20%,1.84E-11,85,3.26,0.027,0.02,0.033,0.765,11.457,272,346,697,7.243,0.019,0.016,0.025,0.9,39.006,384,432,631,Binding was observed with Brain-derived neurotrophic factor with at least 10x weaker affinity.  No binding was observed with Cerebral dopamine neurotrophic factor.,,,,,GDNF,2668,ENSG00000168621,HGNC:4232,,,1.419,0.856,1.079,0.833
5825-49,SL000458,IFN-g R1,Interferon gamma receptor 1,P15260,Protein,Human,20%,1.02E-10,58,8.969,0.028,0.031,0.042,0.894,14.519,349,514,985,11.19,0.028,0.022,0.035,0.876,9.281,450,585,969,No closely related human proteins were available for specificity testing.,,,,,IFNGR1,3459,ENSG00000027697,HGNC:5439,,,1.33,0.939,0.971,0.871
5834-18,SL000485,IL-9,Interleukin-9,P15248,Protein,Human,20%,2.41E-12,66,2.925,0.023,0.04,0.046,0.88,26.22,186,247,604,7.755,0.02,0.023,0.031,0.893,24.161,269,365,601,No closely related human proteins were available for specificity testing.,,,,30072576,IL9,3578,ENSG00000145839,HGNC:6029,,,1.256,0.94,0.933,0.88
5837-49,SL004714,LIF sR,Leukemia inhibitory factor receptor,P42702,Protein,Human,20%,1.51E-12,73,37.828,0.027,0.029,0.04,0.882,26.552,1481,2563,4191,34.524,0.025,0.019,0.031,0.908,24.742,1607,2253,3467,"No binding was observed with Interleukin-12 receptor subunit beta-2, Interleukin-23 receptor, Interleukin-27 receptor subunit alpha, Leptin receptor, Granulocyte colony-stimulating factor receptor, Interleukin-6 receptor subunit beta or Interleukin-12 receptor subunit beta-1.",29875488,,,30072576|29875488,LIFR,3977,ENSG00000113594,HGNC:6597,,,1.126,0.903,0.768,0.777
5843-60,SL003542,NG36,Histone-lysine N-methyltransferase EHMT2,Q96KQ7,Protein,Human,20%,2.78E-11,83,21.551,0.029,0.032,0.043,0.967,113.52,703,1414,3227,15.136,0.02,0.013,0.024,0.972,287.395,616,1056,2114,No closely related human proteins were available for specificity testing.,,,,,EHMT2,10919,ENSG00000236759|ENSG00000206376|ENSG00000227333|ENSG00000238134|ENSG00000204371|ENSG00000232045,HGNC:14129,,,1.412,0.968,1.003,0.931
5852-6,SL004783,S100A12,Protein S100-A12,P80511,Protein,Human,20%,9.53E-12,182,16.428,0.038,0.037,0.053,0.916,8.797,1731,2636,5748,22.224,0.042,0.028,0.05,0.96,124.986,2472,5573,12941,No binding was observed with Protein S100-A9.,29875488,,,30072576|29875488,S100A12,6283,ENSG00000163221,HGNC:10489,,,1.119,0.971,0.878,0.913
5854-60,SL004230,tau,Microtubule-associated protein tau,P10636,Protein,Human,20%,3.31E-11,57,2.67,0.047,0.034,0.058,0.66,3.944,159,201,426,6.773,0.024,0.021,0.032,0.858,16.211,207,273,455,No closely related human proteins were available for specificity testing.,,,,,MAPT,4137,ENSG00000186868|ENSG00000277956|ENSG00000276155,HGNC:6893,,,1.128,0.824,0.895,0.813
5858-6,SL005688,14-3-3 protein zeta/delta,14-3-3 protein zeta/delta,P63104,Protein,Human,0.5%,2.73E-12,7586,121.605,0.023,0.031,0.039,0.944,47.372,41147,146549,212985,2.058,0.044,0.036,0.056,0.952,15.45,15213,23790,38846,Binding was observed with 14-3-3 protein beta/alpha with similar affinity.  Binding was observed with 14-3-3 protein theta with at least 10x weaker affinity.  No binding was observed with 14-3-3 protein epsilon.,,,,,YWHAZ,7534,ENSG00000164924,HGNC:12855,,,1.423,0.941,1.015,0.891
5861-78,SL008466,3HAO,"3-hydroxyanthranilate 3,4-dioxygenase",P46952,Protein,Human,0.5%,7.28E-11,18,281.272,0.083,0.045,0.094,0.862,13.522,3004,5463,9479,279.77,0.117,0.069,0.136,0.765,2.816,2684,5572,9232,No closely related human proteins were available for specificity testing.,,,,,HAAO,23498,ENSG00000162882,HGNC:4796,,,1.307,0.924,1.01,0.784
5864-10,SL004910,aldolase A,Fructose-bisphosphate aldolase A,P04075,Protein,Human,0.005%,2.37E-11,147,8.035,0.124,0.086,0.151,0.933,14.411,415,1354,3604,2.339,0.272,0.184,0.328,0.87,1.97,314,465,803,Binding was observed with Fructose-bisphosphate aldolase C with at least 10x weaker affinity.  No binding was observed with Fructose-bisphosphate aldolase B.,,,,,ALDOA,226,ENSG00000149925,HGNC:414,,,1.35,0.642,1.107,0.857
5867-60,SL008008,ARGI1,Arginase-1,P05089,Protein,Human,20%,2.63E-10,344,2.88,0.085,0.053,0.1,0.833,63.542,892,1307,8414,9.377,0.021,0.024,0.031,0.981,42.775,1304,2884,10535,"No binding was observed with Arginase-2, mitochondrial.",,,,30072576,ARG1,383,ENSG00000118520,HGNC:663,,,1.169,0.989,0.912,0.954
5870-23,SL003700,BAD,Bcl2-associated agonist of cell death,Q92934,Protein,Human,20%,1.05E-11,119,26.378,0.026,0.026,0.037,0.899,41.245,1724,7347,14577,14.754,0.022,0.021,0.03,0.875,32.797,935,1355,3855,No binding was observed with Bcl-2-like protein 1.,,,,,BAD,572,ENSG00000002330,HGNC:936,,,1.141,0.941,0.664,0.913
5879-51,SL009207,Dynactin subunit 2,Dynactin subunit 2,Q13561,Protein,Human,0.5%,1.59E-11,53,22.409,0.022,0.036,0.042,0.896,10.123,1409,1912,2520,28.159,0.022,0.025,0.033,0.761,8.426,1132,1378,1803,No closely related human proteins were available for specificity testing.,,,,,DCTN2,10540,ENSG00000175203,HGNC:2712,,,0.859,0.767,0.629,0.56
5882-34,SL005685,EF-1-beta,Elongation factor 1-beta,P24534,Protein,Human,20%,4.29E-11,40,5.111,0.027,0.031,0.041,0.899,96.944,187,341,699,6.534,0.021,0.026,0.033,0.822,15.017,168,197,522,Binding was observed with Elongation factor 1-delta with at least 10x weaker affinity.,,,,,EEF1B2,1933,ENSG00000114942|ENSG00000283391,HGNC:3208,,,1.278,0.932,0.919,0.903
5885-55,SL004924,eIF-4H,Eukaryotic translation initiation factor 4H,Q15056,Protein,Human,20%,8.87E-12,52,128.138,0.046,0.052,0.069,0.959,52.412,3525,18627,40331,80.908,0.06,0.046,0.076,0.931,0.365,2491,3965,7696,No closely related human proteins were available for specificity testing.,,,,,EIF4H,7458,ENSG00000106682,HGNC:12741,,,0.868,0.936,0.649,0.916
5888-29,SL005687,eIF-5A-1,Eukaryotic translation initiation factor 5A-1,P63241,Protein,Human,20%,1.39E-10,151,47.22,0.021,0.018,0.027,0.934,49.792,4029,16627,28924,20.273,0.021,0.04,0.045,0.861,7.132,1733,2101,3374,Binding was observed with Eukaryotic translation initiation factor 5A-2 with similar affinity.,,,,,EIF5A,1984,ENSG00000132507|ENSG00000288145,HGNC:3300,,,1.218,0.949,0.888,0.924
5897-58,SL002071,Gastrin-releasing peptide,Gastrin-releasing peptide,P07492,Protein,Human,20%,6.83E-11,69,2.737,0.065,0.054,0.085,0.842,17.634,193,235,584,8.88,0.018,0.018,0.026,0.859,15.737,328,440,593,No closely related human proteins were available for specificity testing.,,,,,GRP,2922,ENSG00000134443,HGNC:4605,,,1.15,0.892,0.985,0.831
5900-11,SL009431,HINT1,Histidine triad nucleotide-binding protein 1,P49773,Protein,Human,20%,1.28E-10,95,8.963,0.025,0.024,0.034,0.792,13.336,801,1459,2592,10.63,0.024,0.036,0.043,0.872,19.544,605,748,1602,"No binding was observed with Histidine triad nucleotide-binding protein 2, mitochondrial.",,,,29875488,HINT1,3094,ENSG00000169567,HGNC:4912,,,1.132,0.923,0.66,0.871
5903-91,SL004899,HSP70 protein 8,Heat shock cognate 71 kDa protein,P11142,Protein,Human,20%,1.84E-11,98,33.288,0.041,0.035,0.054,0.901,99.549,2089,2940,5066,25.406,0.042,0.026,0.049,0.848,47.764,2374,3433,8190,"Binding was observed with Heat shock 70 kDa protein 1B with similar affinity.  No binding was observed with 78 kDa glucose-regulated protein, Heat shock 70 kDa protein 1A, Heat shock 70 kDa protein 1-like or Stress-70 protein, mitochondrial.",,,,,HSPA8,3312,ENSG00000109971,HGNC:5241,,,1.249,0.917,0.821,0.836
5909-51,SL003687,Nucleoside diphosphate kinase A,Nucleoside diphosphate kinase A,P15531,Protein,Human,20%,2.95E-11,114,17.868,0.025,0.03,0.039,0.926,10.017,1258,3229,7615,39.235,0.02,0.034,0.04,0.8,54.803,2531,3410,6598,"No binding was observed with Nucleoside diphosphate kinase B or Nucleoside diphosphate kinase, mitochondrial.",,,,,NME1,4830,ENSG00000239672,HGNC:7849,,,1.51,0.954,0.939,0.905
5915-58,SL012148,PEX5,Peroxisomal targeting signal 1 receptor,P50542,Protein,Human,20%,4.04E-11,54,3.076,0.035,0.026,0.044,0.859,45.363,148,192,549,5.588,0.042,0.035,0.055,0.755,97.047,207,240,515,No closely related human proteins were available for specificity testing.,,,,,PEX5,5830,ENSG00000139197|ENSG00000288217,HGNC:9719,,,1.575,0.941,1.111,0.931
5918-5,SL008176,PSME1,Proteasome activator complex subunit 1,Q06323,Protein,Human,0.5%,5.1E-12,70,8.842,0.044,0.027,0.052,0.878,8.451,485,869,1633,19.225,0.036,0.027,0.045,0.814,5.176,1025,1332,1659,No binding was observed with Proteasome activator complex subunit 2 or Proteasome activator complex subunit 3.,,,,,PSME1,5720,ENSG00000284916|ENSG00000092010,HGNC:9568,,,1.048,0.782,1.034,0.782
5927-4,SL004690,WISP-3,WNT1-inducible-signaling pathway protein 3,O95389,Protein,Human,20%,2.92E-11,84,7.639,0.025,0.066,0.071,0.765,6.315,633,797,1457,12.064,0.037,0.019,0.042,0.168,0.71,675,827,1322,"No binding was observed with Sclerostin, Protein NOV homolog, Protein CYR61, WNT1-inducible-signaling pathway protein 2, Connective tissue growth factor, DAN domain family member 5 or WNT1-inducible-signaling pathway protein 1.",,,,,CCN6,8838,ENSG00000112761,HGNC:12771,,,1.175,0.846,0.853,0.83
5934-1,SL000420,Ferritin,Ferritin,P02792|P02794,Protein,Human,0.5%,2.85E-12,58,70.399,0.024,0.029,0.038,0.984,3226.731,820,5207,25744,78.631,0.029,0.025,0.039,0.994,1821.409,842,5934,31385,Binding was observed with Ferritin light chain with similar affinity.,,,,,FTL|FTH1,2512|2495,ENSG00000087086|ENSG00000167996,HGNC:3999|HGNC:3976,,,1.251,0.996,1.004,0.993
5936-53,SL002517,TNF-a,Tumor necrosis factor,P01375,Protein,Human,20%,3.65E-12,84,4.337,0.019,0.027,0.034,0.741,20.944,353,425,703,8,0.012,0.013,0.018,0.881,14.956,423,485,671,No binding was observed with Lymphotoxin-alpha.,32196559,,,,TNF,7124,ENSG00000232810|ENSG00000228321|ENSG00000206439|ENSG00000223952|ENSG00000204490|ENSG00000228849|ENSG00000230108,HGNC:11892,,,1.232,0.924,0.863,0.907
5939-42,SL004365,TWEAK,Tumor necrosis factor ligand superfamily member 12,O43508,Protein,Human,20%,2.26E-11,81,10.955,0.026,0.022,0.034,0.897,71.055,675,950,1713,23.61,0.018,0.016,0.024,0.962,121.219,1102,1530,2609,No closely related human proteins were available for specificity testing.,29875488,,,30072576|29875488,TNFSF12,407977,ENSG00000239697,HGNC:11927,,,0.968,0.941,0.68,0.868
5947-90,SL000598,Tpo,Thrombopoietin,P40225,Protein,Human,20%,6.52E-12,35,5.008,0.028,0.041,0.05,0.867,10.989,193,335,787,6.761,0.028,0.025,0.037,0.91,12.583,195,286,756,No closely related human proteins were available for specificity testing.,,,,,THPO,7066,ENSG00000090534,HGNC:11795,,,1.084,0.935,0.755,0.851
5954-62,SL003970,PTH,Parathyroid hormone,P01270,Protein,Human,20%,1.64E-12,37,37.647,0.083,0.067,0.107,0.924,16.094,666,1306,2626,36.222,0.106,0.053,0.119,0.886,6.336,695,1350,2641,No binding was observed with Parathyroid hormone-related protein or Parathyroid Hormone1-34.,31639705,,,,PTH,5741,ENSG00000152266,HGNC:9606,,,1.236,0.955,0.823,0.881
5957-30,SL011510,Somatostatin-28,Somatostatin-28,P61278,Protein,Human,20%,3.97E-11,59,7.986,0.039,0.028,0.048,0.769,150.405,465,586,1419,11.829,0.035,0.022,0.041,0.788,14.573,416,513,853,No binding was observed with Cortistatin.,,,,,SST,6750,ENSG00000157005,HGNC:11329,,,1.147,0.911,0.838,0.775
5960-49,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,0.5%,,67,269.503,0.048,0.024,0.054,0.948,20.205,11791,22110,35934,301.02,0.034,0.032,0.046,0.948,44.399,10751,20597,35486,,,,,,Igh,,,,SG1C1,Q8TD33,1.065,0.968,0.852,0.932
5963-9,SL010588,Dermokine,Dermokine,Q6E0U4,Protein,Human,0.5%,4.86E-11,68,13.624,0.024,0.023,0.033,0.972,24.266,719,982,1353,88.562,0.023,0.015,0.028,0.938,26.863,4010,5541,6847,,,,,,DMKN,93099,ENSG00000161249,HGNC:25063,,,1.25,0.853,0.775,0.704
5980-55,SL017272,BOLA3,BolA-like protein 3,Q53S33,Protein,Human,20%,1.08E-12,45,27.686,0.017,0.015,0.023,0.976,65.262,889,3572,8147,28.484,0.017,0.019,0.025,0.927,20.125,862,1074,1797,No binding was observed with BolA-like protein 1.,,,,,BOLA3,388962,ENSG00000163170,HGNC:24415,,,1.558,0.88,0.77,0.903
5981-6,SL009429,ES1,"ES1 protein homolog, mitochondrial",P0DPI2,Protein,Human,20%,2.27E-10,16,11.029,0.087,0.071,0.112,0.791,5.785,156,228,369,20.074,0.028,0.03,0.041,0.673,5.141,215,263,373,,,,,,GATD3A,8209,ENSG00000160221,HGNC:1273,,,1.039,0.807,0.835,0.764
5988-49,SL004648,LIGHT,Tumor necrosis factor ligand superfamily member 14,O43557,Protein,Human,20%,2.29E-11,61,10.338,0.106,0.098,0.144,0.742,4.178,535,930,1430,40.801,0.047,0.033,0.057,0.912,12.954,1332,1889,2443,No closely related human proteins were available for specificity testing.,,,,,TNFSF14,8740,ENSG00000125735,HGNC:11930,,,1.23,0.835,0.768,0.643
6020-52,SL011548,Urotensin-II,Urotensin-2,O95399,Protein,Human,20%,1.52E-10,185,23.195,0.126,0.121,0.175,0.781,7.709,2352,5733,9747,31.394,0.063,0.05,0.08,0.678,4.471,2986,4969,7541,,,,,,UTS2,10911,ENSG00000049247,HGNC:12636,,,1.309,0.624,0.944,0.596
6022-57,SL005091,NELL2,Protein kinase C-binding protein NELL2,Q99435,Protein,Human,0.5%,2.13E-10,41,21.977,0.035,0.029,0.045,0.878,10.477,787,1008,1387,23.956,0.028,0.018,0.033,0.911,13.095,846,1050,1471,Under Investigation,,,,,NELL2,4753,ENSG00000184613,HGNC:7751,,,1.48,0.891,1.098,0.803
6027-31,SL012751,REL3,Relaxin-3,Q8WXF3,Protein,Human,20%,6.61E-12,81,5.946,0.029,0.034,0.044,0.813,26.465,520,628,886,30.045,0.018,0.025,0.031,0.884,15.118,1573,1945,2292,,,,,,RLN3,117579,ENSG00000171136|ENSG00000288474,HGNC:17135,,,1.424,0.882,0.831,0.838
6035-2,SL009531,SIAT1,"Beta-galactoside alpha-2,6-sialyltransferase 1",P15907,Protein,Human,20%,2.74E-11,116,3.594,0.02,0.018,0.027,0.703,7.304,456,563,901,6.772,0.023,0.014,0.027,0.79,15.401,516,592,799,,,,,,ST6GAL1,6480,ENSG00000073849,HGNC:10860,,,1.369,0.68,0.941,0.55
6036-78,SL014294,EPHAA,Ephrin type-A receptor 10,Q5JZY3,Protein,Human,20%,1.62E-11,90,12.875,0.025,0.025,0.036,0.85,21.483,894,1323,3157,13.804,0.021,0.021,0.03,0.933,67.547,1250,1859,3173,,,,,,EPHA10,284656,ENSG00000183317,HGNC:19987,,,1.194,0.974,0.847,0.882
6037-6,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,62,3.343,0.1,0.061,0.117,0.275,1.086,133,230,628,5.533,0.121,0.091,0.151,0.218,1.139,175,294,646,,,,,,Igh,,,,WFD12,Q8WWY7,1.503,0.708,1.002,0.744
6039-24,SL017254,CRHBP,Corticotropin-releasing factor-binding protein,P24387,Protein,Human,0.5%,5.52E-12,40,64.229,0.031,0.017,0.035,0.913,11.012,2236,3568,5221,89.555,0.027,0.021,0.034,0.881,13.581,2396,3437,5206,,,,30072576,29875488|30072576,CRHBP,1393,ENSG00000145708,HGNC:2356,,,0.801,0.958,0.625,0.911
6042-52,SL003198,Tenascin,Tenascin,P24821,Protein,Human,20%,1.05E-10,128,178.871,0.04,0.034,0.052,0.937,16.928,11395,22226,36889,189.828,0.033,0.033,0.047,0.817,9.342,14319,21670,32495,,,,,,TNC,3371,ENSG00000041982,HGNC:5318,OFUT2,Q9Y2G5,1.278,0.903,0.872,0.813
6048-4,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,81,2.851,0.042,0.034,0.054,0.946,402.399,203,270,1599,5.951,0.032,0.026,0.041,0.891,255.413,283,350,1433,,,,,,Igh,,,,SIG10,Q96LC7,1.698,0.961,1.094,0.967
6049-64,SL006532,PTPRS,Receptor-type tyrosine-protein phosphatase S,Q13332,Protein,Human,0.5%,1.38E-12,79,490.128,0.05,0.041,0.065,0.881,11.165,27919,43270,61650,547.548,0.047,0.032,0.057,0.858,8.047,30180,42775,58551,,,,30072576,,PTPRS,5802,ENSG00000105426,HGNC:9681,,,1.31,0.789,1.071,0.685
6054-6,SL012391,NXPH3,Neurexophilin-3,O95157,Protein,Human,20%,1.21E-10,106,18.446,0.036,0.032,0.048,0.954,67.072,1773,2485,3782,21.918,0.017,0.012,0.02,0.924,33.012,1501,1997,2976,,,,,,NXPH3,11248,ENSG00000182575,HGNC:8077,,,1.331,0.927,0.86,0.871
6060-2,SL000060,PIP,Prolactin-inducible protein,P12273,Protein,Human,20%,6.75E-11,2165,8.142,0.037,0.043,0.057,0.948,73.468,2646,7224,18781,0.659,0.07,0.048,0.084,0.862,5.809,1073,1404,2399,,,,30072576,30072576,PIP,5304,ENSG00000159763,HGNC:8993,,,1.205,0.646,0.614,0.404
6064-4,SL005292,TXNDC4,Endoplasmic reticulum resident protein 44,Q9BS26,Protein,Human,0.5%,8.69E-11,110,41.212,0.133,0.075,0.153,0.927,18.184,1165,4738,11650,181.65,0.129,0.07,0.147,0.642,2.609,9366,16711,23347,,,,,,ERP44,23071,ENSG00000023318,HGNC:18311,,,2.245,0.571,1.293,0.759
6069-71,SL012703,SUMF2,Sulfatase-modifying factor 2,Q8NBJ7,Protein,Human,20%,3.26E-11,143,31.869,0.025,0.026,0.036,0.891,24.26,2844,4300,6984,31.607,0.026,0.018,0.032,0.927,35.55,3969,4979,7935,Under Investigation,,,,,SUMF2,25870,ENSG00000129103,HGNC:20415,,,1.279,0.901,0.777,0.817
6070-11,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,63,11.255,0.016,0.017,0.024,0.9,10.897,646,862,1778,19.158,0.02,0.015,0.025,0.863,12.232,822,961,1327,,,,,,Igh,,,,QSCN6,O00391,2.581,0.867,1.543,0.912
6077-63,SL013510,CECR1,Adenosine deaminase CECR1,Q9NZK5,Protein,Human,0.5%,1.3E-12,46,240.909,0.025,0.012,0.028,0.964,63.159,8484,16953,35855,299.173,0.02,0.018,0.026,0.964,44.432,6674,14782,31846,,,,,29875488,ADA2,51816,ENSG00000093072,HGNC:1839,,,0.886,0.988,0.76,0.962
6079-59,SL017266,ACPL2,2-phosphoxylose phosphatase 1,Q8TE99,Protein,Human,20%,1.62E-12,133,14.224,0.027,0.04,0.048,0.809,7.743,1881,2364,3165,55.345,0.02,0.017,0.026,0.901,40.306,4067,5658,7733,,,,,,PXYLP1,92370,ENSG00000155893,HGNC:26303,,,1.305,0.91,0.794,0.904
6081-52,SL008377,PCOC2,Procollagen C-endopeptidase enhancer 2,Q9UKZ9,Protein,Human,0.5%,2.75E-12,56,239.969,0.028,0.028,0.039,0.785,294.469,10880,16986,24306,254.921,0.026,0.015,0.03,0.979,56.185,9000,13778,19234,,,,,29875488|30072576,PCOLCE2,26577,ENSG00000163710,HGNC:8739,,,1.178,0.971,0.904,0.901
6086-15,SL012616,CRDL2,Chordin-like protein 2,Q6WN34,Protein,Human,0.5%,9.39E-12,51,45.815,0.026,0.02,0.033,0.932,152.007,1576,2960,6346,50.872,0.023,0.02,0.03,0.953,47.594,1589,2910,6105,,,,,29875488|30072576,CHRDL2,25884,ENSG00000054938,HGNC:24168,,,1.101,0.983,0.839,0.948
6102-2,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,231,3.745,0.062,0.076,0.098,0.721,4.525,963,1276,2714,10.205,0.017,0.024,0.029,0.76,3.443,1407,1696,2848,,,,,,Igh,,,,CKLF,Q9UBR5,1.184,0.822,0.747,0.667
6103-70,SL012789,FCRL5,Fc receptor-like protein 5,Q96RD9,Protein,Human,20%,3.41E-10,57,10.958,0.021,0.018,0.028,0.832,829.088,571,705,2080,167.823,0.039,0.02,0.044,0.87,11.064,5443,7793,11212,,,,,,FCRL5,83416,ENSG00000143297,HGNC:18508,,,1.427,0.875,0.951,0.951
6107-3,SL012871,ELA1,Chymotrypsin-like elastase family member 1,Q9UNI1,Protein,Human,20%,9.66E-11,20,1720.639,0.069,0.049,0.085,0.881,9.562,14991,36413,73751,1765.799,0.059,0.025,0.064,0.818,7.081,16233,32211,65587,Under Investigation,,,,,CELA1,1990,ENSG00000139610,HGNC:3308,,,1.054,0.933,0.719,0.862
6115-40,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,0.5%,,75,31.83,0.066,0.031,0.073,0.972,8.653,1424,3015,5298,41.91,0.07,0.045,0.083,0.942,9.141,1476,3070,5974,,,,,,Igh,,,,DIAC,Q01459,1.269,0.968,0.992,0.943
6117-4,SL000451,HSP 70,Heat shock 70 kDa protein 1A,P0DMV8,Protein,Human,20%,2.39E-10,148,26.08,0.028,0.028,0.04,0.894,5.983,3104,4093,5830,24.945,0.03,0.016,0.034,0.91,16.164,3189,4112,6628,,,,,,HSPA1A,3303,ENSG00000234475|ENSG00000204389|ENSG00000215328|ENSG00000235941|ENSG00000237724,HGNC:5232,NEC2,P16519,1.153,0.918,0.821,0.83
6119-14,SL012631,MAMC2,MAM domain-containing protein 2,Q7Z304,Protein,Human,20%,1.75E-10,110,4.941,0.034,0.034,0.048,0.776,6.546,598,745,1351,21.054,0.021,0.021,0.029,0.959,26.895,1329,1747,2304,,,,,,MAMDC2,256691,ENSG00000165072,HGNC:23673,,,1.672,0.884,1.014,0.765
6121-5,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,Protein,Mouse,20%,,72,2.381,0.023,0.026,0.035,0.849,11.113,155,195,445,4.452,0.024,0.017,0.03,0.868,20.379,209,244,530,,,,,,Igh,,,,RNAS7,Q9H1E1,1.346,0.874,1.029,0.871
6123-69,SL000074,p53,Cellular tumor antigen p53,P04637,Protein,Human,20%,4.25E-12,111,23.735,0.032,0.045,0.055,0.884,24.456,2548,3643,8528,45.41,0.026,0.02,0.032,0.934,56.544,3288,4197,10480,,,,,,TP53,7157,ENSG00000141510,HGNC:11998,,,1.319,0.952,0.991,0.912
